City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
260,Tommot,RU,2021-12-04 18:01:57,58.9564,126.2925,27.23,91,100,14.23,light snow
261,Nivala,FI,2021-12-04 18:01:58,63.9167,24.9667,5.68,96,14,4.81,few clouds
262,Fukue,JP,2021-12-04 18:01:58,32.6881,128.8419,54.54,57,85,5.28,overcast clouds
263,Mount Isa,AU,2021-12-04 18:01:05,-20.7333,139.5,80.37,44,23,0.0,few clouds
264,Kampot,KH,2021-12-04 18:01:59,10.6167,104.1833,69.13,82,87,6.82,overcast clouds
265,Kaitangata,NZ,2021-12-04 18:02:00,-46.2817,169.8464,57.85,88,100,3.27,overcast clouds
266,Serabu,SL,2021-12-04 18:02:00,7.7958,-12.0536,80.91,80,97,4.59,overcast clouds
267,Beira,MZ,2021-12-04 18:02:00,-19.8436,34.8389,81.03,75,0,15.48,clear sky
268,Alta Floresta,BR,2021-12-04 18:02:01,-9.8756,-56.0861,81.61,77,100,2.59,light rain
269,Honningsvag,NO,2021-12-04 18:02:02,70.9821,25.9704,23.43,80,14,27.78,few clouds
270,Paita,PE,2021-12-04 18:02:02,-5.0892,-81.1144,72.09,70,100,13.38,overcast clouds
271,Constitucion,CL,2021-12-04 18:02:02,-35.3333,-72.4167,69.33,54,4,14.83,clear sky
272,Thompson,CA,2021-12-04 18:03:03,55.7435,-97.8558,0.84,92,95,5.01,overcast clouds
273,Mingaora,PK,2021-12-04 18:03:03,34.7758,72.3625,56.05,49,100,2.53,overcast clouds
274,Chiredzi,ZW,2021-12-04 18:03:04,-21.05,31.6667,90.57,29,78,9.82,broken clouds
275,Tukrah,LY,2021-12-04 18:03:04,32.5341,20.5791,61.63,64,50,22.03,scattered clouds
276,Loanda,AO,2021-12-04 18:00:02,-8.8368,13.2343,78.3,83,78,10.38,light rain
277,Marihatag,PH,2021-12-04 18:03:05,8.7936,126.2969,75.96,86,88,9.04,overcast clouds
278,Mazatlan,MX,2021-12-04 18:01:04,23.2167,-106.4167,82.02,86,59,1.99,broken clouds
279,Yar-Sale,RU,2021-12-04 18:03:06,66.8333,70.8333,-21.08,98,22,6.38,few clouds
280,Severnyy,RU,2021-12-04 18:03:06,50.677,36.5532,28.44,86,75,4.47,broken clouds
281,Rorvik,NO,2021-12-04 18:03:07,64.8621,11.2373,26.92,68,67,36.55,broken clouds
282,Inuvik,CA,2021-12-04 17:58:08,68.3499,-133.7218,-13.79,73,1,5.75,clear sky
283,Yenagoa,NG,2021-12-04 18:03:07,4.9247,6.2642,81.66,78,91,6.17,light rain
284,Allauch,FR,2021-12-04 18:03:08,43.3357,5.482,54.59,62,94,8.01,overcast clouds
285,Poiana Lacului,RO,2021-12-04 18:03:08,44.8167,24.7333,38.08,94,100,0.76,overcast clouds
286,Swinoujscie,PL,2021-12-04 18:03:09,53.9105,14.2471,37.49,89,100,12.28,overcast clouds
287,Roma,US,2021-12-04 18:03:09,43.2128,-75.4557,44.94,65,75,6.91,broken clouds
288,Atambua,ID,2021-12-04 18:03:10,-9.1061,124.8925,75.04,92,100,2.93,overcast clouds
289,Chumikan,RU,2021-12-04 18:03:10,54.7183,135.315,5.83,77,83,27.85,broken clouds
290,Tabou,CI,2021-12-04 18:03:11,4.423,-7.3528,81.43,76,45,8.03,scattered clouds
291,Moron,AR,2021-12-04 18:03:11,-34.6534,-58.6198,79.02,55,90,1.99,overcast clouds
292,San Juan,AR,2021-12-04 18:03:11,-31.5375,-68.5364,68.7,59,98,11.34,overcast clouds
293,Baghdad,IQ,2021-12-04 18:01:32,33.3406,44.4009,58.39,26,97,4.56,overcast clouds
294,Puerto Del Rosario,ES,2021-12-04 18:03:12,28.5004,-13.8627,67.75,42,0,14.97,clear sky
295,Det Udom,TH,2021-12-04 18:03:12,14.906,105.0784,61.05,71,71,8.63,broken clouds
296,Mahibadhoo,MV,2021-12-04 18:02:02,3.7833,72.9667,81.86,78,25,10.87,scattered clouds
297,Pierreville,CA,2021-12-04 18:03:13,46.0703,-72.8112,25.66,33,26,5.82,scattered clouds
298,Anchorage,US,2021-12-04 18:02:12,61.2181,-149.9003,6.85,86,90,0.0,light snow
299,Bondo,CD,2021-12-04 18:03:14,3.8146,23.6866,70.59,96,97,2.28,overcast clouds
300,Payakumbuh,ID,2021-12-04 18:03:14,-0.2202,100.6308,71.13,98,100,1.36,overcast clouds
301,La Palma,US,2021-12-04 18:03:14,33.8464,-118.0467,65.93,81,90,1.01,mist
302,Svetlaya,RU,2021-12-04 18:03:15,46.5389,138.3297,3.72,83,1,9.73,clear sky
303,Lata,PT,2021-12-04 18:03:15,40.1629,-8.3327,53.06,94,43,3.09,scattered clouds
304,Nanortalik,GL,2021-12-04 18:03:16,60.1432,-45.2371,39.43,79,100,33.29,light rain
305,Vestmannaeyjar,IS,2021-12-04 18:03:16,63.4427,-20.2734,31.19,86,0,11.5,clear sky
306,Torata,PE,2021-12-04 18:03:17,-17.0769,-70.8433,71.62,32,77,12.55,broken clouds
307,Sarkand,KZ,2021-12-04 18:03:17,45.41,79.9186,40.87,71,100,2.93,overcast clouds
308,Wanning,CN,2021-12-04 18:03:18,18.8003,110.3967,67.91,79,100,11.52,overcast clouds
309,Touros,BR,2021-12-04 18:03:18,-5.1989,-35.4608,88.7,66,86,15.52,overcast clouds
310,Romny,UA,2021-12-04 18:03:19,50.751,33.4747,28.87,85,9,4.79,clear sky
311,Semey,KZ,2021-12-04 18:03:19,50.4111,80.2275,24.53,94,73,6.38,broken clouds
312,Shirokiy,RU,2021-12-04 18:03:20,49.758,129.523,-5.06,99,65,5.55,broken clouds
313,Hofn,IS,2021-12-04 18:03:20,64.2539,-15.2082,31.62,54,0,11.34,clear sky
314,Pervouralsk,RU,2021-12-04 18:03:21,56.9053,59.9436,37.65,92,100,16.08,overcast clouds
315,Ilulissat,GL,2021-12-04 18:04:21,69.2167,-51.1,35.62,64,75,27.63,broken clouds
316,Kaeo,NZ,2021-12-04 18:04:21,-35.1,173.7833,67.32,96,100,10.63,overcast clouds
317,Arlit,NE,2021-12-04 18:04:22,18.7369,7.3853,78.19,12,45,10.8,scattered clouds
318,Minot,US,2021-12-04 18:02:46,48.2325,-101.2963,34.02,51,90,11.5,overcast clouds
319,Marawi,PH,2021-12-04 18:04:23,7.9986,124.2928,66.65,98,99,3.91,overcast clouds
320,Alice Springs,AU,2021-12-04 18:04:23,-23.7,133.8833,78.35,27,55,10.36,broken clouds
321,Poselki,RU,2021-12-04 18:04:23,53.1324,46.5031,31.19,77,100,8.21,overcast clouds
322,Ruidoso,US,2021-12-04 18:04:24,33.3317,-105.673,59.76,37,1,0.0,clear sky
323,Wajir,KE,2021-12-04 18:04:24,1.7471,40.0573,83.07,58,65,6.82,broken clouds
324,Abu Zabad,SD,2021-12-04 18:04:25,12.35,29.25,81.64,23,1,8.57,clear sky
325,Gold Coast,AU,2021-12-04 18:04:25,-28.0,153.4333,68.18,90,94,1.99,overcast clouds
326,Saint George,US,2021-12-04 18:04:26,37.1041,-113.5841,65.35,42,1,5.75,clear sky
327,Guarda,PT,2021-12-04 18:04:26,40.5373,-7.2658,43.23,95,55,5.82,broken clouds
328,Qui Nhon,VN,2021-12-04 18:04:26,13.7667,109.2333,68.54,76,100,17.96,overcast clouds
329,Cabo San Lucas,MX,2021-12-04 18:03:02,22.8909,-109.9124,85.3,66,20,4.0,few clouds
330,Guymon,US,2021-12-04 18:04:27,36.6828,-101.4816,52.48,57,1,0.0,clear sky
331,Fallon,US,2021-12-04 18:04:27,39.4735,-118.7774,50.41,52,40,5.75,haze
332,Varhaug,NO,2021-12-04 18:04:28,58.6147,5.6457,38.89,67,99,34.45,overcast clouds
333,Mattru,SL,2021-12-04 18:04:28,7.6244,-11.8332,80.69,80,96,4.54,overcast clouds
334,Katobu,ID,2021-12-04 18:04:29,-4.9408,122.5276,76.21,90,100,3.0,overcast clouds
335,Olinda,BR,2021-12-04 18:04:29,-8.0089,-34.8553,85.73,70,75,10.36,broken clouds
336,Coahuayana,MX,2021-12-04 18:04:30,18.7333,-103.6833,87.28,53,29,5.08,scattered clouds
337,Songjianghe,CN,2021-12-04 18:04:30,42.1859,127.479,10.69,77,9,5.66,clear sky
338,Mucuri,BR,2021-12-04 18:04:30,-18.0864,-39.5508,78.8,74,41,14.56,scattered clouds
339,Ornskoldsvik,SE,2021-12-04 18:04:31,63.2909,18.7153,13.15,85,20,4.61,few clouds
340,Mwene-Ditu,CD,2021-12-04 18:04:31,-7.0,23.45,69.21,84,81,3.27,broken clouds
341,Russell,US,2021-12-04 18:03:26,32.3502,-85.1999,72.99,66,1,0.0,clear sky
342,Tual,ID,2021-12-04 18:04:32,-5.6667,132.75,83.89,77,100,11.97,moderate rain
343,Neiafu,TO,2021-12-04 18:04:32,-18.65,-173.9833,79.66,82,41,8.75,light rain
344,Beya,RU,2021-12-04 18:04:33,53.0533,90.9139,27.72,79,69,16.6,broken clouds
345,Daru,PG,2021-12-04 18:04:33,-9.0763,143.2092,80.91,83,100,8.37,overcast clouds
346,Arinos,BR,2021-12-04 18:04:34,-15.9169,-46.1056,83.46,59,85,3.4,overcast clouds
347,Mae Sai,TH,2021-12-04 18:04:34,20.4335,99.8762,55.44,81,64,2.3,broken clouds
348,Killybegs,IE,2021-12-04 18:04:34,54.6333,-8.45,44.31,67,40,24.7,scattered clouds
349,Oranjestad,AW,2021-12-04 18:04:35,12.524,-70.027,81.03,81,41,19.98,scattered clouds
350,Sao Joao Da Barra,BR,2021-12-04 18:04:35,-21.6403,-41.0511,80.69,73,26,10.69,scattered clouds
351,Prado,BR,2021-12-04 18:04:36,-17.3411,-39.2208,77.5,85,11,9.48,moderate rain
352,Tabuk,PH,2021-12-04 18:04:36,17.4189,121.4443,66.02,90,100,3.87,overcast clouds
353,Sorland,NO,2021-12-04 18:04:37,67.667,12.6934,29.23,62,6,20.29,clear sky
354,Banjar,ID,2021-12-04 18:04:37,-8.19,114.9675,80.46,89,100,3.24,overcast clouds
355,Amahai,ID,2021-12-04 18:04:38,-3.3333,128.9167,78.06,88,100,3.78,overcast clouds
356,Lerwick,GB,2021-12-04 18:04:38,60.1545,-1.1494,37.4,71,95,26.08,overcast clouds
357,Ambanja,MG,2021-12-04 18:04:38,-13.6833,48.45,77.59,88,12,1.57,few clouds
358,Maiduguri,NG,2021-12-04 18:04:39,11.8464,13.1603,79.43,22,22,10.31,few clouds
359,Luderitz,NA,2021-12-04 18:04:39,-26.6481,15.1594,62.53,84,8,4.65,clear sky
360,Hithadhoo,MV,2021-12-04 18:04:40,-0.6,73.0833,81.84,78,78,13.0,broken clouds
361,Akyab,MM,2021-12-04 17:59:51,20.15,92.9,77.27,71,88,3.02,overcast clouds
362,Baruun-Urt,MN,2021-12-04 18:05:40,46.6806,113.2792,23.27,40,20,17.22,few clouds
363,Port Blair,IN,2021-12-04 18:05:41,11.6667,92.75,79.45,80,41,9.4,scattered clouds
364,Ibra,OM,2021-12-04 18:05:41,22.6906,58.5334,68.45,54,3,5.88,clear sky
365,Deputatskiy,RU,2021-12-04 18:05:42,69.3,139.9,-39.69,96,20,2.44,few clouds
366,Komsomolskiy,UZ,2021-12-04 18:05:42,40.4272,71.7189,39.92,65,100,4.61,haze
367,Ribeira Grande,PT,2021-12-04 18:05:42,38.5167,-28.7,63.0,88,75,4.61,light intensity drizzle
368,Terney,RU,2021-12-04 18:05:43,45.0503,136.6092,5.25,76,1,10.92,clear sky
369,Klyuchi,RU,2021-12-04 18:05:43,52.2667,79.1667,19.85,97,69,5.82,broken clouds
370,Jabinyanah,TN,2021-12-04 18:05:44,35.035,10.9081,57.74,47,24,12.03,few clouds
371,Goulburn,AU,2021-12-04 18:05:44,-34.75,149.7167,53.15,94,100,11.21,overcast clouds
372,Toora-Khem,RU,2021-12-04 18:05:45,52.4675,96.11,18.18,97,100,1.61,light snow
373,Rawah,IQ,2021-12-04 18:05:45,34.4816,41.9093,57.25,32,100,5.66,overcast clouds
374,Thessalon,CA,2021-12-04 18:05:45,46.2501,-83.5666,34.09,70,99,22.84,light rain
375,Sile,TR,2021-12-04 18:05:46,41.1754,29.6133,58.71,77,100,5.01,overcast clouds
376,Shakhtinsk,KZ,2021-12-04 18:05:46,49.71,72.5872,24.55,88,90,5.32,overcast clouds
377,Coquimbo,CL,2021-12-04 18:05:47,-29.9533,-71.3436,65.93,68,0,14.97,clear sky
378,Vostok,RU,2021-12-04 18:05:47,46.4856,135.8833,-11.74,97,46,5.68,scattered clouds
379,Asfi,MA,2021-12-04 18:05:48,32.2994,-9.2372,61.99,60,0,15.88,clear sky
380,Taltal,CL,2021-12-04 18:05:48,-25.4,-70.4833,69.17,62,14,8.7,few clouds
381,Curanilahue,CL,2021-12-04 18:05:49,-37.4667,-73.35,76.39,28,0,10.76,clear sky
382,Ko Samui,TH,2021-12-04 18:05:49,9.5357,99.9357,79.86,62,23,12.01,few clouds
383,Nioro,GM,2021-12-04 18:05:49,13.35,-15.75,93.16,21,87,3.78,overcast clouds
384,Cherskiy,RU,2021-12-04 18:05:50,68.75,161.3,-26.12,100,99,5.64,overcast clouds
385,Karlstad,SE,2021-12-04 18:05:50,59.3793,13.5036,18.16,93,20,11.5,few clouds
386,Haines Junction,CA,2021-12-04 18:05:50,60.7522,-137.5108,-25.42,100,86,1.97,overcast clouds
387,Arequipa,PE,2021-12-04 18:03:51,-16.3989,-71.535,72.23,37,97,13.94,moderate rain
388,Nishihara,JP,2021-12-04 18:05:51,26.1842,127.7558,65.48,46,75,9.22,broken clouds
389,Talnakh,RU,2021-12-04 18:05:51,69.4865,88.3972,-25.29,99,100,3.36,overcast clouds
390,Puri,IN,2021-12-04 18:05:52,19.8,85.85,68.52,95,100,23.85,moderate rain
391,Sola,VU,2021-12-04 18:05:52,-13.8833,167.55,79.12,78,100,15.35,overcast clouds
392,Sarangani,PH,2021-12-04 18:05:53,5.4033,125.4636,81.07,77,67,9.71,broken clouds
393,Hambantota,LK,2021-12-04 18:05:53,6.1241,81.1185,78.73,84,59,5.64,broken clouds
394,Ajdabiya,LY,2021-12-04 18:05:54,30.7554,20.2263,63.84,56,80,21.99,broken clouds
395,Hefei,CN,2021-12-04 18:05:54,31.8639,117.2808,47.25,44,8,4.18,clear sky
396,Chapais,CA,2021-12-04 18:05:54,49.7834,-74.8492,6.22,78,98,4.34,overcast clouds
397,Ustye,RU,2021-12-04 18:05:55,59.6304,39.736,-0.26,97,97,4.81,overcast clouds
398,Alofi,NU,2021-12-04 18:05:55,-19.0595,-169.9187,79.03,81,100,5.23,overcast clouds
399,Maceio,BR,2021-12-04 18:01:51,-9.6658,-35.7353,87.24,66,75,17.27,light rain
400,Nelson Bay,AU,2021-12-04 18:05:56,-32.7167,152.15,67.08,70,96,3.0,overcast clouds
401,Sisophon,KH,2021-12-04 18:05:56,13.5859,102.9737,64.08,68,100,8.32,overcast clouds
402,Peniche,PT,2021-12-04 18:05:57,39.3558,-9.3811,60.28,84,45,16.02,scattered clouds
403,Petrolina,BR,2021-12-04 18:05:57,-9.3986,-40.5008,84.25,70,75,15.35,light rain
404,Sinnamary,GF,2021-12-04 18:05:58,5.3833,-52.95,78.62,89,100,6.87,overcast clouds
405,Lagoa,PT,2021-12-04 18:05:58,39.05,-27.9833,63.64,85,46,12.41,scattered clouds
406,Saurimo,AO,2021-12-04 18:05:58,-9.6608,20.3916,67.93,92,88,2.82,light rain
407,Aksu,CN,2021-12-04 18:05:59,41.1231,80.2644,28.94,42,96,1.88,overcast clouds
408,Santa Fe,AR,2021-12-04 18:04:33,-31.6333,-60.7,85.75,43,93,3.0,overcast clouds
409,Janauba,BR,2021-12-04 18:05:59,-15.8025,-43.3089,81.37,65,66,4.36,broken clouds
410,Bathsheba,BB,2021-12-04 18:07:00,13.2167,-59.5167,84.81,65,40,19.57,scattered clouds
411,Kotido,UG,2021-12-04 18:07:00,2.9806,34.1331,78.57,41,88,16.4,overcast clouds
412,Lavrentiya,RU,2021-12-04 18:07:01,65.5833,-171.0,0.88,94,53,5.93,broken clouds
413,Ukiah,US,2021-12-04 18:07:01,39.1502,-123.2078,66.04,93,90,0.0,mist
414,Ilo,PE,2021-12-04 18:07:02,-17.6394,-71.3375,72.46,64,0,8.05,clear sky
415,Lazaro Cardenas,MX,2021-12-04 18:05:53,17.9583,-102.2,83.39,63,39,4.03,scattered clouds
416,Tereze,RU,2021-12-04 18:07:02,43.9361,42.4434,30.7,46,77,6.53,broken clouds
417,Sagana,KE,2021-12-04 18:07:03,-0.6667,37.2,62.65,97,68,0.31,light rain
418,Bowen,AU,2021-12-04 18:07:03,-20.0167,148.2333,76.15,80,0,7.65,clear sky
419,La Baule-Escoublac,FR,2021-12-04 18:07:03,47.2922,-2.364,47.86,76,40,11.5,scattered clouds
420,Upington,ZA,2021-12-04 18:07:04,-28.4478,21.2561,72.5,27,22,16.46,few clouds
421,Henties Bay,NA,2021-12-04 18:07:04,-22.116,14.2845,63.86,84,0,12.59,clear sky
422,Orlik,RU,2021-12-04 18:07:05,52.5178,99.825,-0.51,97,49,3.4,scattered clouds
423,Banda Aceh,ID,2021-12-04 18:07:05,5.5577,95.3222,77.86,84,82,6.67,broken clouds
424,Along,IN,2021-12-04 18:07:05,28.1667,94.7667,57.69,83,78,1.54,broken clouds
425,Hamilton,US,2021-12-04 18:07:06,39.1834,-84.5333,54.09,54,1,1.01,clear sky
426,Sungaipenuh,ID,2021-12-04 18:07:06,-2.0833,101.3833,65.12,96,100,0.94,heavy intensity rain
427,Valparaiso,CL,2021-12-04 18:07:07,-33.0393,-71.6273,80.83,47,0,8.05,clear sky
428,Bosaso,SO,2021-12-04 18:07:07,11.2842,49.1816,76.46,63,0,7.67,clear sky
429,Bathurst,AU,2021-12-04 18:07:08,-33.4166,149.5806,55.83,83,43,1.01,scattered clouds
430,Aliman,RO,2021-12-04 18:07:08,44.1833,27.85,41.52,88,100,5.19,overcast clouds
431,Ust-Maya,RU,2021-12-04 18:07:08,60.4167,134.5333,-14.66,95,100,5.35,overcast clouds
432,Maragogi,BR,2021-12-04 18:07:09,-9.0122,-35.2225,82.42,72,78,11.52,broken clouds
433,Carutapera,BR,2021-12-04 18:07:09,-1.195,-46.02,84.6,66,100,8.46,overcast clouds
434,Samarai,PG,2021-12-04 18:07:10,-10.6167,150.6667,80.6,79,98,4.9,overcast clouds
435,Atar,MR,2021-12-04 18:07:10,20.5169,-13.0499,81.66,13,49,10.22,scattered clouds
436,Pokhara,NP,2021-12-04 18:07:11,28.2333,83.9833,59.0,63,0,3.89,clear sky
437,Devin,BG,2021-12-04 18:07:11,41.7433,24.4,36.5,95,74,3.42,broken clouds
438,Maryborough,AU,2021-12-04 18:07:11,-25.5333,152.7,68.41,93,97,4.59,light rain
439,Bahia De Caraquez,EC,2021-12-04 18:07:12,-0.6,-80.4167,78.98,70,72,11.77,broken clouds
440,Rupert,US,2021-12-04 18:07:12,42.6191,-113.6772,55.29,65,1,0.0,clear sky
441,Namatanai,PG,2021-12-04 18:07:13,-3.6667,152.4333,80.4,83,50,5.7,light rain
442,Emerald,AU,2021-12-04 18:07:14,-23.5333,148.1667,74.98,58,3,6.98,clear sky
443,Shelburne,CA,2021-12-04 18:05:27,44.0787,-80.2041,35.56,73,81,19.28,broken clouds
444,Batagay-Alyta,RU,2021-12-04 18:07:14,67.8006,130.4114,-26.79,98,100,2.82,overcast clouds
445,Salme,NP,2021-12-04 18:07:15,28.0369,85.0942,50.29,70,4,4.21,clear sky
446,Auki,SB,2021-12-04 18:07:15,-8.7676,160.7034,78.22,84,82,1.99,broken clouds
447,Ahipara,NZ,2021-12-04 18:07:15,-35.1667,173.1667,64.99,93,86,7.96,overcast clouds
448,Nome,US,2021-12-04 18:04:50,64.5011,-165.4064,12.27,85,90,0.0,mist
449,Saryozek,KZ,2021-12-04 18:07:16,44.3583,77.9753,41.67,61,100,0.87,overcast clouds
450,Quatre Cocos,MU,2021-12-04 18:07:16,-20.2078,57.7625,79.09,76,7,12.19,clear sky
451,Yumen,CN,2021-12-04 18:07:17,40.2833,97.2,29.97,31,46,8.9,scattered clouds
452,Faaa,PF,2021-12-04 18:07:17,-17.55,-149.6,84.16,61,40,4.61,light rain
453,Krasnyy Yar,RU,2021-12-04 18:07:18,46.5331,48.3456,46.33,90,26,12.44,scattered clouds
454,Maryville,US,2021-12-04 18:07:18,35.7565,-83.9705,70.27,70,75,3.0,broken clouds
455,Itoman,JP,2021-12-04 18:07:18,26.1247,127.6694,66.22,45,75,9.22,broken clouds
456,Jacareacanga,BR,2021-12-04 18:08:19,-6.2222,-57.7528,83.55,80,91,0.4,overcast clouds
457,Arrecife,ES,2021-12-04 18:08:19,28.963,-13.5477,68.07,48,0,16.11,clear sky
458,Roald,NO,2021-12-04 18:08:20,62.5833,6.1333,37.54,70,75,9.22,light rain
459,Volchanets,RU,2021-12-04 18:08:20,42.9131,132.7469,15.73,56,1,7.14,clear sky
460,Kanniyakumari,IN,2021-12-04 18:08:20,8.0833,77.5667,79.23,84,43,10.09,scattered clouds
461,Saint Anthony,US,2021-12-04 18:08:21,45.0205,-93.218,34.75,51,90,3.0,overcast clouds
462,Dauriya,RU,2021-12-04 18:08:21,49.9333,116.8667,8.33,96,43,3.22,scattered clouds
463,Faanui,PF,2021-12-04 18:08:22,-16.4833,-151.75,80.91,70,73,17.11,broken clouds
464,Tiznit,MA,2021-12-04 18:08:22,29.5833,-9.5,59.25,48,0,5.06,clear sky
465,Akonolinga,CM,2021-12-04 18:08:23,3.7667,12.25,75.65,71,79,1.61,broken clouds
466,Xining,CN,2021-12-04 18:08:23,36.6167,101.7667,27.41,31,0,2.59,clear sky
467,Nhulunbuy,AU,2021-12-04 18:08:24,-12.2333,136.7667,81.21,83,40,0.0,scattered clouds
468,Lukow,PL,2021-12-04 18:08:24,51.929,22.3796,32.68,55,100,5.59,overcast clouds
469,Polyarnyy,RU,2021-12-04 18:08:25,69.1989,33.4478,5.88,92,19,8.05,few clouds
470,Millington,US,2021-12-04 18:05:11,35.3415,-89.8973,63.95,85,90,6.91,overcast clouds
471,Lensk,RU,2021-12-04 18:08:26,60.7253,114.9278,22.23,88,100,10.51,light snow
472,Nago,JP,2021-12-04 18:08:26,26.5881,127.9761,66.27,67,76,13.42,light rain
473,Tadine,NC,2021-12-04 18:06:13,-21.55,167.8833,76.44,85,91,13.76,light rain
474,Les Cayes,HT,2021-12-04 18:08:27,18.2,-73.75,84.54,61,89,7.05,overcast clouds
475,Tralee,IE,2021-12-04 18:08:27,52.2704,-9.7026,41.25,87,20,6.91,light intensity shower rain
476,Savelugu,GH,2021-12-04 18:08:28,9.6244,-0.8253,89.42,15,74,5.03,broken clouds
477,Yishui,CN,2021-12-04 18:07:11,35.7847,118.6281,38.86,60,0,4.09,clear sky
478,Sechura,PE,2021-12-04 18:08:28,-5.5569,-80.8222,77.47,56,97,12.53,overcast clouds
479,High Level,CA,2021-12-04 18:08:29,58.5169,-117.136,-12.33,94,82,5.12,broken clouds
480,Palmer,US,2021-12-04 18:08:29,42.1584,-72.3287,40.59,56,90,1.01,overcast clouds
481,Mayachnyy,RU,2021-12-04 18:08:30,52.6839,55.685,31.78,86,82,20.69,light snow
482,Avera,US,2021-12-04 18:08:30,33.194,-82.5271,72.45,49,93,7.92,overcast clouds
483,Puerto Escondido,MX,2021-12-04 18:08:31,15.85,-97.0667,88.63,58,1,6.91,clear sky
484,Bandarbeyla,SO,2021-12-04 18:08:31,9.4942,50.8122,77.97,67,1,20.85,clear sky
485,Porbandar,IN,2021-12-04 18:08:31,21.6422,69.6093,75.52,56,0,13.11,clear sky
486,Verkhnyaya Inta,RU,2021-12-04 18:08:32,65.9811,60.3094,-14.71,90,28,9.22,scattered clouds
487,Sur,OM,2021-12-04 18:08:32,22.5667,59.5289,74.17,60,0,1.83,clear sky
488,San Andres,CO,2021-12-04 18:08:33,12.5847,-81.7006,86.02,70,40,14.97,scattered clouds
489,Richards Bay,ZA,2021-12-04 18:08:33,-28.783,32.0377,73.15,96,100,8.39,moderate rain
490,Aswan,EG,2021-12-04 18:08:33,24.0934,32.907,73.96,28,0,4.0,clear sky
491,Olbia,IT,2021-12-04 18:08:34,40.9214,9.4856,59.05,72,40,13.8,scattered clouds
492,Marsabit,KE,2021-12-04 18:08:34,2.3284,37.9899,68.07,72,61,12.88,light rain
493,Andros Town,BS,2021-12-04 18:08:35,24.7,-77.7667,78.76,59,28,13.42,scattered clouds
494,Natal,BR,2021-12-04 18:06:52,-5.795,-35.2094,88.45,62,40,17.27,scattered clouds
495,Gazli,UZ,2021-12-04 18:08:35,40.1333,63.45,45.0,32,100,8.72,overcast clouds
496,Hurricane,US,2021-12-04 18:05:30,37.1753,-113.2899,62.6,21,0,2.37,clear sky
497,Calvinia,ZA,2021-12-04 18:08:36,-31.4707,19.776,58.32,70,73,14.88,broken clouds
498,Ivanava,BY,2021-12-04 18:08:37,52.1451,25.5365,32.41,53,100,9.31,overcast clouds
499,Evansville,US,2021-12-04 18:06:06,37.9748,-87.5558,59.07,49,1,4.0,clear sky
500,La Quinta,US,2021-12-04 18:08:25,33.6634,-116.31,81.52,33,1,0.0,clear sky
501,Gobabis,NA,2021-12-04 18:09:37,-22.45,18.9667,78.21,14,94,17.11,overcast clouds
502,Tobermory,CA,2021-12-04 18:09:38,45.2501,-81.6665,31.3,59,100,31.9,light snow
503,Ugoofaaru,MV,2021-12-04 18:09:38,5.6667,73.0,82.58,75,22,11.3,few clouds
504,Joue-Les-Tours,FR,2021-12-04 18:09:38,47.3522,0.6691,43.14,75,75,10.36,broken clouds
505,Houma,US,2021-12-04 18:09:39,29.5958,-90.7195,75.2,79,40,5.75,scattered clouds
506,Mossendjo,CG,2021-12-04 18:09:39,-2.9506,12.7261,72.75,97,98,1.43,overcast clouds
507,Lesozavodsk,RU,2021-12-04 18:09:40,45.4794,133.4244,-1.95,91,14,7.45,few clouds
508,Tura,IN,2021-12-04 18:09:40,25.5198,90.2201,65.91,75,100,2.62,overcast clouds
509,Sabha,LY,2021-12-04 18:09:40,27.0377,14.4283,52.72,30,2,6.89,clear sky
510,Lahaina,US,2021-12-04 18:09:41,20.8783,-156.6825,67.24,56,100,5.23,overcast clouds
511,Zyryanka,RU,2021-12-04 18:09:42,65.75,150.85,-37.26,99,60,6.58,broken clouds
512,Mocuba,MZ,2021-12-04 18:09:43,-16.8392,36.9856,81.79,57,8,8.57,clear sky
513,Homer,US,2021-12-04 18:09:43,59.6425,-151.5483,10.29,85,90,4.61,overcast clouds
514,Kozhevnikovo,RU,2021-12-04 18:09:43,56.2589,83.9714,25.25,95,88,7.07,overcast clouds
515,Gat,IL,2021-12-04 18:09:44,31.61,34.7642,68.4,51,100,4.14,overcast clouds
516,Dubbo,AU,2021-12-04 18:09:44,-32.25,148.6167,57.33,88,1,9.22,clear sky
517,Tshikapa,CD,2021-12-04 18:09:45,-6.4167,20.8,73.45,94,100,0.89,light rain
518,Biak,ID,2021-12-04 18:09:45,-0.9131,122.8766,77.22,86,99,0.74,overcast clouds
519,Abu Samrah,SY,2021-12-04 18:09:46,35.3029,37.1841,57.15,43,100,6.6,overcast clouds
520,Broken Hill,AU,2021-12-04 18:09:46,-31.95,141.4333,63.64,40,85,12.66,overcast clouds
521,Lompoc,US,2021-12-04 18:09:47,34.6391,-120.4579,58.12,81,90,0.0,overcast clouds
522,Kodinsk,RU,2021-12-04 18:09:47,58.6881,99.1844,22.57,85,100,14.14,overcast clouds
523,San Cristobal,VE,2021-12-04 18:09:48,7.7669,-72.225,78.98,39,79,7.27,broken clouds
524,Marshall,US,2021-12-04 18:09:48,34.3834,-86.3333,65.41,96,90,0.0,overcast clouds
