City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
294,Meridian,US,2021-12-02 08:15:02,43.6121,-116.3915,48.04,94,1,0.0
295,Port Lincoln,AU,2021-12-02 08:15:56,-34.7333,135.8667,61.61,59,0,17.4
296,Peniche,PT,2021-12-02 08:15:57,39.3558,-9.3811,53.62,74,88,27.83
297,Evensk,RU,2021-12-02 08:15:57,61.95,159.2333,8.69,89,100,40.76
298,Sinnamary,GF,2021-12-02 08:15:57,5.3833,-52.95,77.41,88,100,11.01
299,Kloulklubed,PW,2021-12-02 08:15:58,7.0419,134.2556,84.7,79,53,19.55
300,Vaitape,PF,2021-12-02 08:15:58,-16.5167,-151.75,80.26,74,100,16.67
301,Beisfjord,NO,2021-12-02 08:15:59,68.3751,17.5988,34.25,81,100,10.45
302,Ballina,AU,2021-12-02 08:15:59,-28.8667,153.5667,78.98,90,36,15.35
303,Srednekolymsk,RU,2021-12-02 08:15:59,67.45,153.6833,-30.08,99,100,9.78
304,Galveston,US,2021-12-02 08:16:00,29.3669,-94.9669,66.94,93,90,0.0
305,Kokopo,PG,2021-12-02 08:16:00,-4.352,152.2633,79.86,84,100,5.55
306,Jiazi,CN,2021-12-02 08:14:26,22.8779,116.067,67.26,32,0,6.26
307,La Libertad,EC,2021-12-02 08:16:01,-2.2333,-80.9,70.52,83,100,8.23
308,Ahuimanu,US,2021-12-02 08:16:01,21.4447,-157.8378,75.85,78,20,13.8
309,Marck,FR,2021-12-02 08:16:02,50.949,1.9433,41.04,66,66,24.85
310,Lichuan,CN,2021-12-02 08:16:02,30.3,108.85,49.24,50,9,6.02
311,Parana,AR,2021-12-02 08:16:02,-31.732,-60.5238,65.57,79,0,8.68
312,Kattivakkam,IN,2021-12-02 08:16:03,13.2167,80.3167,87.89,69,40,13.53
313,Camopi,GF,2021-12-02 08:16:03,3.1655,-52.3158,72.21,100,100,1.54
314,Port Macquarie,AU,2021-12-02 08:16:04,-31.4333,152.9167,71.89,84,38,8.23
315,Dajal,PK,2021-12-02 08:16:04,29.5577,70.3762,79.34,16,0,2.71
316,Castro,BR,2021-12-02 08:16:04,-24.7911,-50.0119,62.69,83,97,7.78
317,Grand-Lahou,CI,2021-12-02 08:16:05,5.1367,-5.0242,81.55,80,50,6.71
318,Singapore,SG,2021-12-02 08:13:39,1.2897,103.8501,80.55,79,75,5.75
319,Lata,PT,2021-12-02 08:16:05,40.1629,-8.3327,50.81,95,47,4.99
320,Timmins,CA,2021-12-02 08:16:06,48.4669,-81.3331,31.82,100,90,11.5
321,Bela,IN,2021-12-02 08:16:06,25.9333,81.9833,78.12,31,100,3.98
322,Manavalakurichi,IN,2021-12-02 08:16:07,8.1333,77.3,86.09,66,100,4.45
323,Rey Bouba,CM,2021-12-02 08:16:07,8.6724,14.1786,86.27,18,65,3.44
324,Podgornoye,RU,2021-12-02 08:17:07,51.735,39.1496,26.82,68,75,8.95
325,Hualmay,PE,2021-12-02 08:17:08,-11.0964,-77.6139,64.94,90,100,5.59
326,Saint Anthony,US,2021-12-02 08:15:27,45.0205,-93.218,50.14,63,1,4.0
327,Kaeo,NZ,2021-12-02 08:17:08,-35.1,173.7833,66.33,87,98,6.46
328,Aku,NG,2021-12-02 08:17:09,6.7081,7.3167,78.37,80,100,5.57
329,Aksu,CN,2021-12-02 08:17:09,41.1231,80.2644,35.83,31,0,1.63
330,Simi Valley,US,2021-12-02 08:16:06,34.2695,-118.7815,71.8,33,36,2.82
331,Valle Hermoso,MX,2021-12-02 08:17:10,25.6667,-97.8333,66.99,89,100,4.63
332,Charters Towers,AU,2021-12-02 08:17:10,-20.1,146.2667,94.14,25,49,11.7
333,Vila Velha,BR,2021-12-02 08:17:11,-20.3297,-40.2925,75.15,94,40,6.91
334,Vostok,RU,2021-12-02 08:17:11,46.4856,135.8833,4.77,96,80,5.39
335,Goderich,CA,2021-12-02 08:17:12,43.7501,-81.7165,44.91,87,100,17.27
336,Huarmey,PE,2021-12-02 08:17:12,-10.0681,-78.1522,65.75,88,100,5.55
337,Meulaboh,ID,2021-12-02 08:17:12,4.1363,96.1285,81.64,79,92,7.74
338,Saint-Raymond,CA,2021-12-02 08:17:13,45.467,-73.6095,34.14,76,75,3.44
339,Alta Floresta,BR,2021-12-02 08:17:13,-9.8756,-56.0861,69.71,99,100,0.94
340,Vestmannaeyjar,IS,2021-12-02 08:17:13,63.4427,-20.2734,38.39,93,90,19.57
341,Barth,DE,2021-12-02 08:17:14,54.3635,12.7249,37.09,72,100,25.72
342,Salinopolis,BR,2021-12-02 08:17:14,-0.6136,-47.3561,78.91,83,94,7.67
343,Xiuyan,CN,2021-12-02 08:17:15,40.2928,123.2744,36.09,65,19,9.17
344,Nhulunbuy,AU,2021-12-02 08:17:15,-12.2333,136.7667,79.41,89,100,3.44
345,Qaqortoq,GL,2021-12-02 08:17:15,60.7167,-46.0333,28.89,97,100,7.47
346,Kolpashevo,RU,2021-12-02 08:17:16,58.3131,82.9089,26.71,78,100,12.37
347,Atar,MR,2021-12-02 08:17:16,20.5169,-13.0499,68.41,16,100,10.87
348,Kurbnesh,AL,2021-12-02 08:17:16,41.7797,20.0836,43.43,93,100,4.81
349,Roma,US,2021-12-02 08:17:17,43.2128,-75.4557,41.43,95,90,8.05
350,Mehamn,NO,2021-12-02 08:17:17,71.0357,27.8492,33.98,69,100,22.55
351,Macheng,CN,2021-12-02 08:17:18,31.1783,115.0319,57.43,23,0,8.03
352,Dwarka,IN,2021-12-02 08:17:18,22.2394,68.9678,77.74,58,0,11.5
353,Yantal,RU,2021-12-02 08:17:18,56.8471,105.2542,16.41,95,100,4.16
354,Victoria,HK,2021-12-02 08:17:05,22.2855,114.1577,71.04,30,5,1.01
355,Itoman,JP,2021-12-02 08:17:19,26.1247,127.6694,63.37,88,75,11.5
356,Bellevue,US,2021-12-02 08:13:53,47.6104,-122.2007,55.15,90,90,1.01
357,Lima,PE,2021-12-02 08:17:20,-12.0432,-77.0282,65.89,83,90,9.22
358,Grindavik,IS,2021-12-02 08:17:20,63.8424,-22.4338,39.67,81,75,20.71
359,Pocoes,BR,2021-12-02 08:17:20,-14.5297,-40.3653,66.25,99,100,2.82
360,Sibolga,ID,2021-12-02 08:17:21,1.7427,98.7792,82.51,74,100,3.24
361,Ilo,PE,2021-12-02 08:17:21,-17.6394,-71.3375,65.37,79,100,6.38
362,Aksarka,RU,2021-12-02 08:17:21,66.5606,67.7975,0.64,96,100,19.08
363,Manaure,CO,2021-12-02 08:17:22,11.7751,-72.4445,77.92,86,91,6.29
364,Poltavka,RU,2021-12-02 08:17:22,54.3663,71.7632,32.85,79,100,16.4
365,Veinticinco De Mayo,AR,2021-12-02 08:17:23,-35.4323,-60.1727,57.97,91,0,4.0
366,Victor Harbor,AU,2021-12-02 08:17:23,-35.5667,138.6167,69.91,64,1,1.99
367,Sioux Lookout,CA,2021-12-02 08:17:23,50.1001,-91.917,26.98,93,90,8.05
368,San Quintin,MX,2021-12-02 08:17:24,30.4833,-115.95,59.77,82,0,4.99
369,Homer,US,2021-12-02 08:17:24,59.6425,-151.5483,19.29,81,90,16.11
370,San Patricio,US,2021-12-02 08:17:25,28.017,-97.5169,69.66,93,73,5.59
371,Moron,AR,2021-12-02 08:18:25,-34.6534,-58.6198,64.15,80,0,4.92
372,Port Hardy,CA,2021-12-02 08:18:25,50.6996,-127.4199,41.0,87,90,6.91
373,Tucumcari,US,2021-12-02 08:14:02,35.1717,-103.725,40.84,36,1,10.36
374,Miandrivazo,MG,2021-12-02 08:18:26,-19.5167,45.4667,94.05,36,7,3.65
375,Aklavik,CA,2021-12-02 08:18:26,68.2191,-135.0107,-13.97,95,100,16.42
376,Zyryanovsk,KZ,2021-12-02 08:18:27,49.7386,84.2719,11.71,87,5,1.19
377,Suntar,RU,2021-12-02 08:18:27,62.1444,117.6319,-12.96,96,100,3.36
378,Berlevag,NO,2021-12-02 08:18:27,70.8578,29.0864,30.15,74,40,28.77
379,Caxito,AO,2021-12-02 08:18:28,-8.5785,13.6643,83.05,77,96,3.53
380,Tukrah,LY,2021-12-02 08:18:28,32.5341,20.5791,62.35,69,93,14.58
381,Los Llanos De Aridane,ES,2021-12-02 08:18:28,28.6585,-17.9182,64.15,77,75,4.0
382,Slave Lake,CA,2021-12-02 08:15:27,55.2834,-114.769,22.98,86,75,8.05
383,Kulhudhuffushi,MV,2021-12-02 08:18:29,6.6221,73.07,81.9,76,47,5.79
384,Gamba,GA,2021-12-02 08:18:29,-2.65,10.0,81.43,73,97,2.48
385,Kiama,AU,2021-12-02 08:18:30,-34.6833,150.8667,75.99,80,23,8.01
386,Kentville,CA,2021-12-02 08:18:30,45.0835,-64.4988,32.72,94,91,0.0
387,Sur,OM,2021-12-02 08:18:30,22.5667,59.5289,79.84,43,0,7.38
388,Oum Hadjer,TD,2021-12-02 08:18:31,13.2954,19.6966,81.79,20,0,15.73
389,La Palma,US,2021-12-02 08:18:31,33.8464,-118.0467,70.34,98,90,0.0
390,Vao,NC,2021-12-02 08:18:32,-22.6667,167.4833,76.17,83,100,17.05
391,Orizatlan,MX,2021-12-02 08:18:32,21.1833,-98.6167,65.53,90,77,2.42
392,Koriyama,JP,2021-12-02 08:18:33,37.4,140.3833,43.38,75,20,6.91
393,Komsomolets,KZ,2021-12-02 08:18:33,53.7453,62.0708,35.83,95,100,10.56
394,Yerbogachen,RU,2021-12-02 08:18:33,61.2767,108.0108,-20.6,98,26,2.55
395,Altamira,BR,2021-12-02 08:18:34,-3.2033,-52.2064,72.19,91,95,1.83
396,Yulara,AU,2021-12-02 08:18:34,-25.2406,130.9889,102.04,8,40,8.05
397,Ossora,RU,2021-12-02 08:18:35,59.2353,163.0719,35.67,97,100,22.84
398,Nioro,GM,2021-12-02 08:18:35,13.35,-15.75,73.36,23,95,6.58
399,Souillac,MU,2021-12-02 08:18:35,-20.5167,57.5167,84.58,65,40,13.8
400,Lake Havasu City,US,2021-12-02 08:15:15,34.4839,-114.3224,63.23,17,40,0.0
401,El Cobre,CU,2021-12-02 08:18:36,20.0489,-75.9469,69.31,93,15,4.03
402,Khingansk,RU,2021-12-02 08:18:36,49.1167,131.1833,6.08,97,100,2.17
403,Placerville,US,2021-12-02 08:18:37,38.7296,-120.7986,67.33,46,1,5.75
404,Yellandu,IN,2021-12-02 08:17:09,17.6,80.3333,81.52,48,54,2.55
405,El Oro,MX,2021-12-02 08:18:37,26.8667,-105.85,51.89,66,92,3.51
406,Robertsport,LR,2021-12-02 08:18:38,6.7533,-11.3686,79.2,84,51,6.02
407,Amahai,ID,2021-12-02 08:18:38,-3.3333,128.9167,76.21,90,100,2.57
408,Duekoue,CI,2021-12-02 08:18:39,6.7472,-7.3496,76.89,83,90,2.39
409,Kruisfontein,ZA,2021-12-02 08:18:39,-34.0033,24.7314,66.88,67,100,16.17
410,Rio Grande,BR,2021-12-02 08:18:39,-32.035,-52.0986,55.94,67,95,8.63
411,Tazovskiy,RU,2021-12-02 08:16:28,67.4667,78.7,-4.0,94,100,20.0
412,Davila,PH,2021-12-02 08:18:40,18.4726,120.5763,75.15,72,33,25.55
413,Sitka,US,2021-12-02 08:18:40,57.0531,-135.33,35.49,69,90,12.66
414,Kutum,SD,2021-12-02 08:18:41,14.2,24.6667,71.24,26,0,14.16
415,Zhanakorgan,KZ,2021-12-02 08:18:41,43.9098,67.2495,64.87,19,98,21.21
416,Hasaki,JP,2021-12-02 08:18:41,35.7333,140.8333,48.49,40,0,10.22
417,Kavaratti,IN,2021-12-02 08:19:42,10.5669,72.642,81.28,79,24,9.82
418,Erzin,TR,2021-12-02 08:19:42,36.9559,36.2,59.52,35,0,5.73
419,Solton,RU,2021-12-02 08:19:43,52.8429,86.4787,24.89,84,2,0.58
420,Kriel,ZA,2021-12-02 08:19:43,-26.2739,29.2253,72.81,43,85,11.18
421,Wattegama,LK,2021-12-02 08:19:43,6.7989,81.4808,89.53,46,86,3.18
422,Sakaiminato,JP,2021-12-02 08:19:44,35.55,133.2333,48.18,57,20,14.97
423,Caravelas,BR,2021-12-02 08:19:44,-17.7125,-39.2481,72.25,95,37,6.06
424,Chany,RU,2021-12-02 08:19:44,55.3121,76.7647,24.8,78,100,14.45
425,Velikiy Ustyug,RU,2021-12-02 08:19:45,60.7644,46.3106,20.52,92,99,8.99
426,Rocha,UY,2021-12-02 08:19:45,-34.4833,-54.3333,52.3,92,16,1.23
427,Port Antonio,JM,2021-12-02 08:19:46,18.18,-76.4612,78.71,82,69,6.58
428,Puerto Baquerizo Moreno,EC,2021-12-02 08:19:46,-0.9,-89.6,67.8,86,7,10.78
429,Portmore,JM,2021-12-02 08:19:46,17.9702,-76.8672,78.76,86,20,5.75
430,Jackson,US,2021-12-02 08:14:57,42.4165,-122.8345,60.04,100,90,3.44
431,Yendi,GH,2021-12-02 08:19:47,9.4427,-0.0099,82.0,23,99,2.15
432,Karratha,AU,2021-12-02 08:19:47,-20.7377,116.8463,96.33,30,5,23.96
433,Fuxin,CN,2021-12-02 08:19:48,42.0156,121.6589,30.83,73,95,7.2
434,Flin Flon,CA,2021-12-02 08:19:48,54.7682,-101.865,3.47,95,97,2.48
435,Bahia Blanca,AR,2021-12-02 08:19:48,-38.7196,-62.2724,66.97,57,52,11.88
436,Yeppoon,AU,2021-12-02 08:19:49,-23.1333,150.7333,83.98,79,50,8.28
437,Hobyo,SO,2021-12-02 08:19:49,5.3505,48.5268,82.17,56,100,18.86
438,Salvador,SV,2021-12-02 08:19:50,13.8333,-88.9167,68.4,90,73,3.98
439,Bastia,FR,2021-12-02 08:19:50,42.6667,9.3333,54.3,76,90,5.75
440,Baghdad,IQ,2021-12-02 08:19:50,33.3406,44.4009,64.31,59,0,13.8
441,Otradnoye,RU,2021-12-02 08:19:51,59.7775,30.8181,12.18,96,100,2.53
442,Labuhan,ID,2021-12-02 08:19:51,-6.8844,112.2051,86.07,69,100,6.62
443,Khandyga,RU,2021-12-02 08:19:51,62.6667,135.6,-37.3,99,13,0.51
444,Anadyr,RU,2021-12-02 08:19:52,64.75,177.4833,-1.7,84,75,6.71
445,Ushtobe,KZ,2021-12-02 08:19:52,45.2514,77.9838,49.12,30,1,0.85
446,Jawhar,SO,2021-12-02 08:19:53,2.7809,45.5005,88.2,42,62,12.06
447,Bundaberg,AU,2021-12-02 08:19:53,-24.85,152.35,79.21,84,75,5.01
448,Santa Vitoria Do Palmar,BR,2021-12-02 08:19:53,-33.5189,-53.3681,60.69,75,85,4.81
449,Den Helder,NL,2021-12-02 08:19:07,52.9599,4.7593,40.98,85,75,10.0
450,Nyagan,RU,2021-12-02 08:19:54,62.1406,65.3936,29.86,98,100,8.57
451,Illapel,CL,2021-12-02 08:19:54,-31.6308,-71.1653,59.5,69,0,1.41
452,Dzilam Gonzalez,MX,2021-12-02 08:19:55,21.2833,-88.9333,70.77,95,27,4.68
453,Changping,CN,2021-12-02 08:19:55,40.2186,116.2197,53.24,27,4,9.13
454,Aswan,EG,2021-12-02 08:19:55,24.0934,32.907,71.85,37,5,15.48
455,Thinadhoo,MV,2021-12-02 08:19:56,0.5333,72.9333,82.35,75,4,9.73
456,Sao Gabriel Da Cachoeira,BR,2021-12-02 08:19:56,-0.1303,-67.0892,71.92,100,100,1.34
457,Port Hueneme,US,2021-12-02 08:19:57,34.1478,-119.1951,66.61,96,90,0.0
458,Nurota,UZ,2021-12-02 08:19:57,40.5614,65.6886,73.49,13,100,25.21
459,Coihaique,CL,2021-12-02 08:19:57,-45.5752,-72.0662,39.81,81,20,3.44
460,Dzaoudzi,YT,2021-12-02 08:19:58,-12.7887,45.2699,85.89,66,0,6.91
461,Yaan,NG,2021-12-02 08:19:58,7.3833,8.5667,82.31,64,63,7.0
462,Nishihara,JP,2021-12-02 08:19:58,26.1842,127.7558,62.65,88,75,6.91
463,Calama,CL,2021-12-02 08:19:59,-22.4667,-68.9333,50.23,35,69,4.5
464,Zdvinsk,RU,2021-12-02 08:19:59,54.7021,78.661,21.79,81,68,10.87
465,Vanimo,PG,2021-12-02 08:20:59,-2.6741,141.3028,81.3,81,100,3.0
466,Samarai,PG,2021-12-02 08:21:00,-10.6167,150.6667,84.2,79,98,8.61
467,Krk,HR,2021-12-02 08:21:00,45.0258,14.5731,57.87,84,100,24.7
468,Half Moon Bay,US,2021-12-02 08:16:30,37.4636,-122.4286,66.61,69,1,0.0
469,Okhotsk,RU,2021-12-02 08:21:01,59.3833,143.3,5.81,82,100,27.83
470,Tecoanapa,MX,2021-12-02 08:21:01,16.5167,-98.75,75.27,82,0,4.05
471,Shubarshi,KZ,2021-12-02 08:21:02,48.5872,57.1869,35.37,74,100,14.05
472,Seguin,US,2021-12-02 08:17:06,29.5688,-97.9647,62.85,95,1,4.61
473,Riberalta,BO,2021-12-02 08:21:02,-10.9833,-66.1,73.51,87,100,2.21
474,Ucluelet,CA,2021-12-02 08:21:03,48.9329,-125.5528,49.08,93,100,1.99
475,Ixtapa,MX,2021-12-02 08:21:03,20.7,-105.2,72.23,91,49,3.69
476,Chara,RU,2021-12-02 08:21:03,56.9064,118.2631,-5.19,82,54,3.67
477,Garissa,KE,2021-12-02 08:21:04,-0.4536,39.6401,86.68,51,95,9.15
478,Zaykovo,RU,2021-12-02 08:21:04,57.5613,62.7568,36.64,91,100,7.99
479,Mikhaylovskoye,RU,2021-12-02 08:21:04,51.8239,79.7172,31.73,65,0,11.3
480,Inta,RU,2021-12-02 08:21:05,66.0317,60.1659,13.17,95,100,5.7
481,Avera,US,2021-12-02 08:21:05,33.194,-82.5271,53.71,53,0,7.09
482,Sulangan,PH,2021-12-02 08:21:05,11.1373,123.7228,82.13,78,100,24.67
483,Olhao,PT,2021-12-02 08:21:06,37.0286,-7.8411,53.49,94,75,3.44
484,Bristol,US,2021-12-02 08:20:36,41.8334,-71.1662,44.44,80,90,5.75
485,Carballo,ES,2021-12-02 08:21:07,43.213,-8.691,51.87,86,46,9.8
486,Vitim,RU,2021-12-02 08:21:07,59.4511,112.5578,-2.04,95,100,6.64
487,Zyryanka,RU,2021-12-02 08:21:07,65.75,150.85,-29.36,98,100,15.52
488,Umm Lajj,SA,2021-12-02 08:21:08,25.0213,37.2685,78.48,48,0,13.65
489,Huilong,CN,2021-12-02 08:21:08,31.8111,121.655,53.04,29,0,11.43
490,Smolenka,RU,2021-12-02 08:21:08,52.1352,113.4974,19.47,42,8,13.42
491,Newport,GB,2021-12-02 08:21:09,51.5877,-2.9984,42.46,81,91,16.84
492,Shenjiamen,CN,2021-12-02 08:21:09,29.9576,122.298,49.55,51,0,11.07
493,Zwedru,LR,2021-12-02 08:21:10,6.0667,-8.1281,76.5,86,93,2.13
494,Marsa Matruh,EG,2021-12-02 08:21:10,31.3525,27.2453,66.4,59,40,13.8
495,Honiara,SB,2021-12-02 08:21:10,-9.4333,159.95,80.35,82,95,1.9
496,Kirakira,SB,2021-12-02 08:21:11,-10.4544,161.9205,80.8,80,55,3.2
497,Tornio,FI,2021-12-02 08:21:12,65.8481,24.1466,21.22,95,100,5.26
498,Plouzane,FR,2021-12-02 08:21:12,48.3833,-4.6167,44.62,90,75,8.05
499,Jinji,CN,2021-12-02 08:21:12,23.2281,110.8261,69.42,25,9,2.95
500,Namatanai,PG,2021-12-02 08:21:13,-3.6667,152.4333,81.93,77,99,6.73
501,Chicla,PE,2021-12-02 08:21:13,-11.705,-76.2686,41.79,92,100,1.77
502,Oran,DZ,2021-12-02 08:21:14,35.6911,-0.6417,57.13,82,75,13.8
503,Zelenogorskiy,RU,2021-12-02 08:21:14,55.0333,87.0,19.92,85,100,3.83
504,North Bend,US,2021-12-02 08:21:14,43.4065,-124.2243,51.93,97,90,3.44
505,Nantucket,US,2021-12-02 08:21:15,41.2835,-70.0995,48.31,78,90,6.91
506,Shache,CN,2021-12-02 08:21:15,38.4167,77.2406,40.42,22,0,4.03
507,Svencionys,LT,2021-12-02 08:21:16,55.15,26.1667,35.33,100,100,11.81
508,Bubaque,GW,2021-12-02 08:21:16,11.2833,-15.8333,80.92,61,72,8.21
509,Riverton,US,2021-12-02 08:21:16,40.5219,-111.9391,48.79,69,1,0.0
510,Dubrovnik,HR,2021-12-02 08:18:30,42.6481,18.0922,56.84,76,75,16.11
511,Iquitos,PE,2021-12-02 08:22:17,-3.7481,-73.2472,77.04,88,75,4.61
512,Viedma,AR,2021-12-02 08:22:17,-40.8135,-62.9967,63.46,57,95,16.87
513,Inongo,CD,2021-12-02 08:22:18,-1.95,18.2667,72.66,93,99,2.42
514,Naze,JP,2021-12-02 08:22:18,28.3667,129.4833,54.52,65,39,10.98
515,Neryungri,RU,2021-12-02 08:22:18,56.6709,124.6491,-5.31,90,100,14.09
516,Chagoda,RU,2021-12-02 08:22:19,59.164,35.3285,14.94,95,93,5.79
517,Araouane,ML,2021-12-02 08:22:19,18.9048,-3.5265,71.04,22,30,7.83
518,Olafsvik,IS,2021-12-02 08:22:20,64.8945,-23.7142,39.6,85,100,19.44
519,Mnogovershinnyy,RU,2021-12-02 08:22:20,53.9353,139.9242,10.2,81,100,21.63
520,Sao Jose Da Coroa Grande,BR,2021-12-02 08:22:21,-8.8978,-35.1478,77.68,81,85,8.39
521,Novovasylivka,UA,2021-12-02 08:22:21,46.8315,35.7536,40.71,68,35,10.33
522,Touros,BR,2021-12-02 08:19:06,-5.1989,-35.4608,77.9,76,100,9.66
523,Komarikhinskiy,RU,2021-12-02 08:22:22,58.0979,57.1163,29.39,86,100,7.78
524,Asau,RO,2021-12-02 08:22:22,46.4333,26.4,43.95,56,100,6.71
525,Maseru,LS,2021-12-02 08:17:59,-29.3167,27.4833,70.74,52,75,11.5
526,Kozhva,RU,2021-12-02 08:22:23,65.1073,57.0459,16.32,95,100,4.56
527,Koutiala,ML,2021-12-02 08:22:23,12.3917,-5.4642,78.73,18,20,7.36
528,Gillette,US,2021-12-02 08:19:23,44.2911,-105.5022,55.24,43,1,1.99
529,Fomboni,KM,2021-12-02 08:22:23,-12.28,43.7425,81.12,73,52,7.38
530,Asfi,MA,2021-12-02 08:22:24,32.2994,-9.2372,57.69,70,9,5.61
531,Valentin Gomez Farias,MX,2021-12-02 08:22:24,28.2167,-106.5833,54.43,69,57,3.36
532,Leon,MX,2021-12-02 08:19:33,21.1167,-101.6667,56.48,60,1,4.18
533,Santa Ines,BR,2021-12-02 08:22:25,-3.6667,-45.38,73.45,95,99,2.15
534,Hellin,ES,2021-12-02 08:22:25,38.5106,-1.701,46.15,70,100,15.99
535,Ekibastuz,KZ,2021-12-02 08:22:26,51.6667,75.3667,35.02,69,96,13.29
536,Winneba,GH,2021-12-02 08:22:26,5.3511,-0.6231,81.39,79,78,4.38
537,Havelock,US,2021-12-02 08:22:27,34.8791,-76.9013,60.75,88,99,1.99
538,Gazimurskiy Zavod,RU,2021-12-02 08:22:27,51.5461,118.3266,9.88,73,42,7.85
539,Port Hedland,AU,2021-12-02 08:22:27,-20.3167,118.5667,100.45,27,39,23.02
540,Brisbane,AU,2021-12-02 08:21:48,-27.4679,153.0281,80.49,71,40,3.0
541,Oarai,JP,2021-12-02 08:22:28,36.3167,140.6,48.54,43,0,8.77
542,Isangel,VU,2021-12-02 08:22:28,-19.55,169.2667,78.37,79,100,10.89
543,Toora-Khem,RU,2021-12-02 08:21:17,52.4675,96.11,15.73,80,100,1.01
544,Nalut,LY,2021-12-02 08:22:29,30.3333,10.85,53.91,30,3,10.85
545,Hutchinson,US,2021-12-02 08:22:29,38.0608,-97.9298,51.35,56,1,4.61
546,Ponta Delgada,PT,2021-12-02 08:22:30,37.7333,-25.6667,63.5,88,40,4.61
547,Escanaba,US,2021-12-02 08:22:30,45.7453,-87.0646,44.2,91,1,11.5
548,The Valley,AI,2021-12-02 08:21:12,18.217,-63.0578,80.46,72,77,21.34
549,Santa Isabel Do Rio Negro,BR,2021-12-02 08:22:31,-0.4139,-65.0192,72.36,100,100,1.99
550,Mandalgovi,MN,2021-12-02 08:22:31,45.7625,106.2708,29.17,23,6,8.57
551,Ishinomaki,JP,2021-12-02 08:22:31,38.4167,141.3,44.6,63,6,14.97
552,Urucara,BR,2021-12-02 08:22:32,-2.5364,-57.76,74.34,97,94,2.35
553,Ahipara,NZ,2021-12-02 08:22:32,-35.1667,173.1667,64.33,84,97,5.08
554,Gizo,SB,2021-12-02 08:23:33,-8.103,156.8419,84.43,70,74,2.73
555,Missoula,US,2021-12-02 08:23:33,47.0166,-113.8009,50.4,80,100,8.79
556,Pitimbu,BR,2021-12-02 08:23:33,-7.4706,-34.8086,77.59,77,99,8.57
557,Yar-Sale,RU,2021-12-02 08:23:34,66.8333,70.8333,3.29,96,100,14.67
558,Cap Malheureux,MU,2021-12-02 08:23:34,-19.9842,57.6142,84.69,64,4,11.99
559,Torbat-E Jam,IR,2021-12-02 08:23:34,35.244,60.6225,67.46,23,100,21.61
560,Talara,PE,2021-12-02 08:23:35,-4.5772,-81.2719,66.07,84,43,9.89
561,Norman Wells,CA,2021-12-02 08:23:35,65.282,-126.8329,-18.36,69,75,17.27
562,La Asuncion,VE,2021-12-02 08:23:35,11.0333,-63.8628,80.33,94,100,9.22
563,Talnakh,RU,2021-12-02 08:23:36,69.4865,88.3972,-21.08,97,80,5.41
564,High Rock,BS,2021-12-02 08:23:36,26.6208,-78.2833,64.42,71,1,10.78
565,Guadalupe,MX,2021-12-02 08:23:37,25.6833,-100.25,76.39,85,90,0.0
566,Cuamba,MZ,2021-12-02 08:23:37,-14.8031,36.5372,87.37,47,10,7.92
567,Stupino,RU,2021-12-02 08:18:46,54.9008,38.0708,22.75,86,61,9.89
568,Oranjestad,AW,2021-12-02 08:19:06,12.524,-70.027,78.75,89,40,11.5
